session_id,user_id,n_keys,wpm,dwell_mean_ms,dwell_std_ms,flight_mean_ms,flight_std_ms,dwell_cv,flight_cv,digraph_var,iqr_delay_ms,burstiness,pauses_over_500ms,backspace_rate,self_report_valence_1to9,self_report_arousal_1to9,label_emotion
S204038,U27,196,1393.5408468573428,95.10977532832743,20.214032887806898,120.16916728505052,30.728882678644002,0.21253370453274917,0.25571353595013874,165.5434126882056,38.03822266065089,4.066164953513731,0.0,0.05612244897959184,6,7,happy
S389909,U34,343,1407.602030285664,94.78122097303002,20.36043986373149,118.34720136884235,36.83319211770431,0.21481512534561092,0.31122993777359825,262.2987556111952,46.764482705044,5.533754348655661,0.0,0.0641399416909621,8,5,happy
S439147,U20,243,1391.0002378050651,94.98515366615948,19.682787551868355,120.68698775157766,34.04452883710243,0.20721962108990907,0.2820894735328034,260.9116665546372,50.87795144793262,6.900983980792572,0.0,0.02880658436213992,6,7,happy
S767248,U29,273,1406.6914263761057,93.03349779653699,18.667129826721958,120.23289053487895,33.10384807851887,0.20064955385797403,0.2753310506904566,264.4560469045636,40.64975567874842,6.646161590272626,0.0,0.040293040293040296,8,6,happy
S124415,U09,321,1398.5188946167273,94.75145761531603,18.905634224418527,119.7611965610273,34.530658025129156,0.19952869011444674,0.2883292670471374,256.019688885017,44.264971363219644,4.761227769636638,0.0,0.040498442367601244,8,6,happy
S730497,U25,234,1403.8134802561717,94.60316779128696,19.676513251362685,119.10043615562425,33.4729603557911,0.20799000404270723,0.28104817611291694,184.79370166493467,48.429351323281026,5.353811635470672,0.0,0.07692307692307693,7,5,happy
S198108,U25,287,1367.360941682963,96.52871356595597,19.434437229819334,122.87202464056081,35.13500345742849,0.20133322523292727,0.285947949178907,242.11730433544045,47.661482726707874,7.02890318148319,0.0,0.04529616724738676,8,6,happy
S732679,U32,402,1399.9612764625272,94.23009797915842,20.4207985411165,120.0615435425634,33.51125600273579,0.21671205887563783,0.2791173177850709,207.61929366379294,43.663703761469364,5.088478260152406,0.0,0.06965174129353234,8,7,happy
S817625,U32,398,1408.1188014680947,94.99254770853304,20.918755038675485,118.05765777641761,37.193202155637664,0.2202146962397597,0.31504269063236595,265.8589777619428,46.842383299182615,6.624017886832086,0.0,0.06532663316582915,6,5,happy
S731240,U23,188,1400.8070048606637,94.20289341533727,18.5032215142696,119.95937087876551,33.96335402468337,0.19641882370522892,0.2831238091354092,273.42260258653533,46.05669859291852,6.096554264296209,0.0,0.05319148936170213,6,7,happy
S559455,U29,267,1394.4341556454285,92.27113563598303,19.430082770392907,122.86989399631385,35.943987653133696,0.21057595787100886,0.29253697943462076,185.41087659147203,51.43412744705523,5.839622890462305,0.0,0.056179775280898875,8,5,happy
S943006,U15,254,1381.5161459455826,96.0152932340116,19.913950149513028,121.13743486144195,33.88682359703861,0.20740394033873438,0.27973865911721385,205.3698109942795,43.731272862104774,4.530703572528328,0.0,0.05511811023622047,6,6,happy
S164794,U05,385,1417.4891238163436,92.09757923819731,19.21532369202151,119.54425628594556,34.94526427250381,0.20864092032564507,0.29232073006432024,277.1314361396352,47.4856530502976,6.7491320545233835,0.0,0.04155844155844156,6,5,happy
S559917,U18,403,1411.5233696858036,95.12350111254175,19.846727958450714,117.41283122376107,34.282265156537115,0.20864168923902215,0.29198056804543987,274.87628134307164,47.399833145156805,5.133417666476691,0.0,0.06451612903225806,6,6,happy
S991515,U14,227,1397.8699308382347,93.5316433630247,20.175917438079765,121.08059872169103,33.767849842485695,0.21571220939389363,0.27888737088344395,201.44538328747703,41.580138540127734,5.237915356959804,0.0,0.05286343612334802,6,6,happy
S492468,U24,355,1370.5882848046278,95.4670547232212,19.164558929595366,123.41705754158187,34.68142913447192,0.20074526217612348,0.28101001454184726,245.66198695136205,46.685280325669396,5.350639861464343,0.0,0.059154929577464786,8,5,happy
S112521,U23,370,1419.375564939195,93.68311242420364,19.240184885819968,117.6774375320384,34.28264863896074,0.20537516728414268,0.29132728718389267,264.7518992761633,44.57114914868299,7.261089680187734,0.0,0.05675675675675676,7,6,happy
S705289,U18,231,1419.7689675386005,95.42937282457238,17.50228643918625,115.87261141311568,35.1955935555723,0.18340565300958928,0.30374385393016606,236.73253208856124,47.40014481162534,6.985675816990444,0.0,0.0735930735930736,7,6,happy
S696113,U29,199,1418.7728070539015,95.85777477019475,20.057808593132247,115.59257056237021,34.72651646746719,0.20924550607624642,0.30042169923654244,243.52906068882712,45.36538674768126,6.948941107062124,0.0,0.04522613065326633,6,7,happy
S927597,U18,398,1409.73671521703,94.12447351930686,19.823319833321793,118.6812204529997,35.45708215908515,0.21060749762659361,0.2987589950941473,267.6494649362078,46.47824756313703,6.3688457788251425,0.0,0.052763819095477386,7,5,happy
S527624,U06,368,1407.0487113655718,93.57167138430336,18.97170788928747,119.64056325741231,34.962587080657244,0.20275055055252514,0.29223021129910254,269.900123851223,49.03374343265888,5.431626406073113,0.0,0.057065217391304345,7,7,happy
S559463,U21,207,1380.3509179499583,94.75475862612187,19.18435360300558,122.58127969487839,31.986912200810224,0.20246322064628067,0.26094451192245693,240.40970519274063,44.666487795297016,5.0773777174131105,0.0,0.05314009661835749,8,5,happy
S592354,U17,200,1416.645199333407,93.59718480288491,19.635516764261023,118.17073008586988,32.76131071644033,0.20978747176652054,0.27723710171405397,256.69656816954165,37.8549956031608,6.115248793706835,0.0,0.025,8,5,happy
S191077,U11,322,1389.2328963341665,95.18452080299183,21.69591676886048,120.76199240701347,33.65955239914172,0.22793534690126357,0.278726375147044,249.2563140209978,40.37052886917168,5.831784834193278,0.0,0.043478260869565216,8,5,happy
S139163,U02,267,1366.0774322284635,97.1558300525878,20.30264126789939,122.45104794891323,34.60981685503134,0.2089698709476325,0.2826420633776087,228.996090751951,42.9806160288652,4.81440671699934,0.0,0.03745318352059925,6,6,happy
S487689,U23,212,1134.3483481285411,110.89044480460592,21.325021634686955,153.57857874970426,38.89440757062911,0.19230711602124625,0.2532541184276587,302.64463558180995,53.736606693798706,5.703085153189887,0.0,0.05188679245283019,7,5,calm
S459677,U16,359,1128.2539390685483,107.71765909761699,22.03021353913344,158.1799279718957,39.80844957422766,0.20451812380334963,0.2516656195550964,371.83299206875193,50.448400813811304,4.316852412884847,0.0,0.036211699164345405,5,5,calm
S442369,U14,337,1109.833504547725,107.96228635420312,23.033364387393778,162.34852943095817,37.96954633074509,0.21334639312681672,0.23387674938498515,299.3960811983787,56.15007287422995,3.9389081241660926,0.0,0.08902077151335312,5,5,calm
S600017,U27,250,1131.3938714326687,108.28521324955113,20.568788015067156,156.87443413311863,38.966854290468795,0.18995010858652409,0.24839518628894475,285.2741286986578,51.60565506222787,3.918124362087065,0.0,0.072,6,4,calm
S234889,U32,417,1100.1953918915792,111.20375761121181,22.448510143943082,161.47507944900016,38.62415578808772,0.20186826979738473,0.23919576890678457,315.8888225214977,53.74737591592577,3.786282042973385,0.0,0.05995203836930456,7,3,calm
S893351,U30,366,1110.1777390143445,109.68485799910091,23.011653566038255,160.54214210842306,42.910092591761845,0.2097979063457135,0.2672824220993779,379.98286952809997,56.37934641474348,4.092031883439394,0.0,0.05191256830601093,5,3,calm
S589184,U23,199,1110.758787194943,109.97350727808434,21.853210869014674,160.11213458985497,41.060578654747964,0.19871341207437884,0.25644888665015425,337.87795314333016,56.113149724946965,3.552073179689354,0.0,0.05025125628140704,7,5,calm
S230485,U06,290,1114.532238807439,108.57485105339232,20.85965971101373,160.59636674915697,40.88092387838519,0.19212238845951415,0.2545569660504153,369.5013846117081,52.64073569578278,4.197489616213997,0.0,0.041379310344827586,6,3,calm
S374191,U18,265,1110.5947044439408,109.14119922892681,21.368663411589328,160.98434594032176,36.9213955246254,0.19578915718864276,0.22934773756395216,325.8605015463818,47.4251582570142,4.068511391974533,0.0,0.045283018867924525,6,4,calm
S445172,U11,370,1095.2057708381158,108.88930456344423,21.962649721837145,165.03182330864723,40.09314890707049,0.20169703360572602,0.24294192540118242,334.3023260472355,51.85670023271234,3.309859976595982,0.0,0.02972972972972973,6,4,calm
S552309,U13,416,1098.7499037889029,108.68197896222857,22.78761777545408,164.35558760818674,40.62602986729989,0.20967245897660466,0.24718374628156703,261.2170954194279,55.309657308902956,3.8885208310659976,0.0,0.06971153846153846,6,4,calm
S359821,U25,203,1102.6242847248964,109.4495195299973,22.669407633888287,162.62865265977058,40.667510148989756,0.2071220388288245,0.2500636233768028,431.65418450605466,55.15231875897874,2.674188373770474,0.0,0.06896551724137931,7,4,calm
S681439,U13,407,1114.1944322009217,110.6300412177915,23.17018567190361,158.6227851559641,39.457863579744554,0.20943846189381501,0.24875281026586468,263.27366528240304,50.83104517605136,2.310482814533916,0.0,0.08353808353808354,6,5,calm
S748023,U22,373,1106.3462034982,109.90708145825135,21.202676067606053,161.25577791742873,40.969178515920554,0.19291455824582127,0.2540633212963004,296.8557023804523,54.233879343215506,3.101177323098054,0.0,0.05093833780160858,5,3,calm
S657631,U23,302,1087.4777983285596,111.84947502113688,22.084525191493597,164.0182258745471,38.42718664325752,0.19744862626597173,0.23428607667448728,225.15674508478708,51.60036623891355,2.5411046347762323,0.0,0.046357615894039736,5,5,calm
S565024,U14,202,1099.6183792789434,109.24692581033673,23.1721868136738,163.57499646120624,40.350323271018596,0.2121083649887134,0.2466778183949902,321.26007539454486,47.88029857014561,4.634603255131644,0.0,0.039603960396039604,7,4,calm
S913174,U14,231,1106.143562484774,110.23833735381754,21.92922857528103,160.9741979576913,41.07857509672445,0.19892561065119896,0.25518732578199327,334.71941035547707,52.14910306898162,5.856879008879033,0.0,0.04329004329004329,5,4,calm
S583338,U04,265,1124.7437289726229,110.23350303287214,22.0125854040139,156.49392319961697,41.824173161473624,0.19969051874773178,0.2672574902996361,327.5248629432597,53.218975954068924,5.0418731967264225,0.0,0.06037735849056604,5,5,calm
S909220,U05,273,1109.1656274226941,109.39468070914178,23.40167982438176,161.0789010381516,40.181269601999,0.2139197232688312,0.24945085509667123,380.43136429051145,52.50510676226156,3.97816233351368,0.0,0.06227106227106227,7,4,calm
S238405,U18,195,1126.6616823611291,110.46495067575394,22.91392512826832,155.8084166507129,39.260377299566024,0.20743163318406044,0.2519785396932624,340.8435327817705,53.533743109663135,5.854770554883075,0.0,0.05128205128205128,6,3,calm
S325571,U21,239,1114.8659602885598,108.69429197969386,21.603807803292135,160.39635271301097,38.54502155669289,0.19875751899950858,0.24031108503857027,296.6986623481848,50.34321793188667,3.762542338687892,0.0,0.06276150627615062,5,3,calm
S546673,U28,362,1127.2560831931278,110.30822998841832,21.647955749712356,155.82473169869314,41.01391204376895,0.19624968827788514,0.26320540774666334,407.5097828376845,53.616724200822404,4.791438417381001,0.0,0.055248618784530384,6,4,calm
S870858,U02,190,1118.9870989319322,108.70792429621561,23.178356337477258,159.3916813974948,38.620018375283706,0.21321680537583546,0.24229632335060308,245.89834912397143,56.76132180440027,3.8462306991418593,0.0,0.10526315789473684,6,4,calm
S306472,U03,246,1109.7348806399057,109.52114227596219,22.983467069325783,160.81369646228777,36.27199476469783,0.2098541577608273,0.22555289482574598,246.6633668683723,47.141431424016474,3.4490693908194525,0.0,0.056910569105691054,6,5,calm
S814796,U22,383,1107.899622377938,111.15094229046483,20.947318509208756,159.63171160745387,40.00311055440795,0.18845830793290305,0.2505962640604803,410.970799262992,58.20527812168797,4.20472004738016,0.0,0.0835509138381201,6,4,calm
S974161,U01,274,1094.5665629011346,113.92439150516782,22.7857529370511,160.15670156682756,39.62326566240549,0.200007677337627,0.2474031075488411,334.2504389635239,55.87434862937968,3.705300140637849,0.0,0.058394160583941604,6,5,calm
S848381,U19,392,1112.8145627327835,111.16239385190951,23.146408911364972,158.42430104474778,36.067205756362675,0.20822157664399174,0.2276620791034786,282.2823881695732,50.505223984392444,3.8732186451351396,0.0,0.04846938775510204,5,3,calm
S619014,U12,233,1101.14824420308,112.59021886501014,19.29662454432933,159.85266208161042,39.51201866181513,0.17138810758921239,0.24717773321562106,358.0512415174133,60.08514045828875,4.138966369158914,0.0,0.06866952789699571,6,3,calm
S510927,U08,345,1133.5642265906522,107.73565806350356,22.83022567106983,156.91630691804022,38.21104925452777,0.21190965072690057,0.24351229011836217,334.23346431993514,49.32568556194889,4.970849927544225,0.0,0.05217391304347826,5,3,calm
S405004,U15,365,1124.048182127677,109.43863792949591,21.911520115956844,157.45383587188425,40.26517343093448,0.2002174052099679,0.2557268497650138,377.96416254135363,53.31224166560915,4.603304222908234,0.0,0.06301369863013699,7,3,calm
S587424,U01,220,1100.1861414927369,109.40789544459659,22.030857282509803,163.2732343076459,44.567776622518615,0.2013644188381823,0.27296437662612993,305.5064162325796,62.02012793212759,3.1370504906666246,0.0,0.08636363636363636,6,5,calm
S507827,U18,406,1112.1342594648897,109.64998834816963,22.82060799634245,160.1016153335179,38.83184724298634,0.20812230206427915,0.2425450059457129,253.58271017603425,54.15011584868671,3.7980465796505696,0.0,0.059113300492610835,5,3,calm
S633812,U25,216,1110.3733696949778,109.66731998809782,21.560681213996798,160.51207028529348,41.39918735113392,0.19660078514125062,0.25791946535579025,491.0752403971926,59.99257670484636,3.0629087430318003,0.0,0.07407407407407407,5,3,calm
S178160,U09,394,1122.7112012864584,108.49290700950657,21.283595672356423,158.71739574354788,41.23175452246423,0.19617499667965826,0.2597809416498088,380.4867853195479,51.22681147885581,5.692819393705731,0.0,0.04568527918781726,5,5,calm
S639923,U02,198,1110.4118435362802,110.77451700069832,21.95763052919744,159.39551202619236,38.86176377735656,0.1982191493469479,0.2438071391305589,304.7823931688822,51.00523255049299,3.516910251642182,0.0,0.05555555555555555,7,5,calm
S889170,U28,364,1107.8155894319987,110.9179358933831,21.948987329509983,159.8852581236072,37.0852097385246,0.19788492413533423,0.23194889994081908,257.3101432579165,45.633886345674256,5.358953613339093,0.0,0.06318681318681318,5,3,calm
S772720,U08,342,1124.5990734486493,108.36202821399455,22.44472950929477,158.39970677484226,40.79557282762394,0.20712725554537118,0.25754828502058363,321.9418406012612,55.10272514726381,4.457209771905468,0.0,0.04093567251461988,5,5,calm
S382728,U32,418,1109.5616048057352,109.6038394275312,23.468244603599903,160.77321643006107,39.95475784489752,0.21411881852110515,0.24851625620290108,313.923869147136,55.63707852186923,5.263274853521142,0.0,0.0645933014354067,5,5,calm
S164447,U11,270,1131.8162328689853,109.66422147222242,24.639221802374454,155.3964759163852,39.14476949435633,0.22467876461071204,0.25190255611342893,353.2237327545295,51.943745061995486,3.7040970051076476,0.0,0.06296296296296296,6,4,calm
S665607,U16,252,1102.9062018941281,111.38664301632211,23.716173598338838,160.62198245407671,39.02365995275867,0.2129175721263417,0.24295341992753633,397.7410831996852,47.78551261459836,3.481426203369287,0.0,0.10714285714285714,5,5,calm
S250611,U16,183,1100.303997496869,110.49604808464834,19.2661303800717,162.15587418636358,37.37523591793622,0.17436035689993534,0.23048955892267808,248.80752102567078,45.432343936219155,3.449588806773323,0.0,0.04371584699453552,7,4,calm
S991350,U26,306,1110.7386437045366,110.8367987475294,21.58264184066062,159.25374118312402,38.63259012776508,0.19472451464267598,0.2425851338923455,300.0224615693602,50.96700020629814,5.328673336634424,0.0,0.042483660130718956,6,3,calm
S739959,U27,281,1134.663339379737,107.6725973463331,21.30181424106363,156.72300757732194,39.59534674411906,0.19783877017980273,0.2526453987592347,353.4839907291444,50.04657326919042,6.045571905803603,0.0,0.017793594306049824,7,3,calm
S242770,U23,293,1097.9491019723946,109.93251650831107,21.578586907218344,163.30419315434028,40.276135517137135,0.1962893927347417,0.246632586335807,386.49550257102896,51.284928657917845,4.642833155921939,0.0,0.04436860068259386,7,5,calm
S562057,U34,349,1118.2641673801286,109.46278523735235,21.68460198435142,158.81014056231857,39.24833820092207,0.19810022134309727,0.24714000039261133,315.0496834310335,52.575998387932714,5.40289543359604,0.0,0.0659025787965616,6,4,calm
S780827,U14,394,1105.119677269207,109.7143913386018,21.91933491140821,161.749420382959,41.09028900564231,0.19978541232353475,0.2540367001523509,318.71295013683687,51.96858057514916,2.9384808465362013,0.0,0.050761421319796954,7,5,calm
S365176,U21,300,1112.5472678087635,109.34017138642271,21.57188559262804,160.31129303258584,43.38481069760737,0.19729149240483743,0.27062853699763195,337.27247936115333,62.559184064040664,4.787410607916187,0.0,0.05,5,4,calm
S137568,U12,224,1112.890970541437,110.75093185455556,21.326494740510192,158.81725401548147,41.77073494618909,0.19256266636670255,0.26301131577377157,409.17743224620864,63.05979835823773,4.70187064079838,0.0,0.09375,5,4,calm
S684862,U15,371,1117.4002423491668,108.98485248272137,22.859859759043264,159.4954902182028,41.26904688196734,0.2097526329419724,0.2587474217954873,317.1778639117204,54.94328852669747,5.598234552732322,0.0,0.05390835579514825,5,4,calm
S781374,U03,320,1134.6778398528224,107.78184928644745,22.244340298702834,156.61037682674828,39.69045741618493,0.20638298977024372,0.2534344033926492,301.746301590531,53.45328269126631,4.645731086351026,0.0,0.08125,5,3,calm
S432685,U07,201,1099.8158339625936,109.62034883988923,22.3601741497707,163.15259253440584,40.85138058267247,0.203978315945973,0.2503875663149985,377.0890590061727,57.16750649863255,4.523551670049354,0.0,0.05970149253731343,7,4,calm
S986439,U31,263,1120.2338373124624,109.08721098500973,20.9720215908059,158.7140194435639,39.343132514619306,0.1922500483919034,0.24788693936775433,281.71026787109764,53.90604364821982,3.5404935978382035,0.0,0.057034220532319393,7,3,calm
S753028,U27,284,1124.291260554798,107.66617545399224,23.015659514100935,159.16859461436232,41.86367749130736,0.2137687107120839,0.26301468322149685,304.9606337544353,57.410470031419436,3.845851745997761,0.0,0.06690140845070422,6,4,calm
S182032,U32,378,1103.279460561363,110.33814211545852,21.22272934960365,161.57845809692654,41.969373298149435,0.1923426382093334,0.25974609358490813,455.9504386929484,53.2743834594977,1.867048064088301,0.0,0.05291005291005291,6,4,calm
S762033,U10,413,1120.0296675712011,107.97227771836684,22.109971711984997,159.87777008487924,38.83605835638827,0.20477452341661526,0.24291093336972472,259.35038900914293,51.04654934649781,2.6867783053652046,0.0,0.07506053268765134,6,4,calm
S530930,U13,314,1122.6837417159747,108.54880358855063,21.71525109305955,158.66803482532242,37.510061084654374,0.20005057978686008,0.23640590952014492,295.3305307072403,47.981493615732546,4.075600724717249,0.0,0.08280254777070063,6,4,calm
S377995,U21,367,1110.311011538416,108.88012382405252,22.213382810485317,161.31444047584424,39.71733340695782,0.2040168768211687,0.24621065101053508,351.3173455894924,51.91941467113247,2.948316725450134,0.0,0.043596730245231606,7,3,calm
S993884,U05,283,1109.2775394344558,109.6375129654155,22.973545412767212,160.80878143350415,40.37672592067097,0.2095409207249537,0.25108532979815595,319.95578045754445,57.60932375788525,4.895417104798532,0.0,0.07420494699646643,7,4,calm
S673810,U18,217,1124.9397923647448,110.90758899818665,21.80679601864253,155.77334987176627,40.46339028690121,0.19662131523749085,0.2597581057363853,265.28291021390055,54.03936639711986,3.4603190335725955,0.0,0.06912442396313365,6,3,calm
S640627,U04,241,1109.199862965119,112.5312202371612,21.58161900126825,157.93401332141354,41.01774036311072,0.1917833909184018,0.2597144180692413,431.4592838952336,51.40515560338457,5.429552347807687,0.0,0.06639004149377593,6,3,calm
S410579,U07,304,1790.6606142252176,74.36087739048571,17.1188111417341,93.17505745767305,27.244710738814415,0.23021260295033055,0.2924034766620988,161.2645754262982,40.03564332581388,8.872341940320027,0.0,0.1513157894736842,3,6,stressed
S702095,U14,402,1736.2749598900361,75.17010643136032,17.596923539440194,97.61358677988079,27.281772622412948,0.23409470033820398,0.2794874517205633,213.2786418141537,34.639873471836395,10.285098805353675,0.0,0.1318407960199005,2,6,stressed
S498991,U29,370,1744.2858565846643,74.48774177909759,17.501427878040513,97.50241618010534,28.525639398142804,0.23495715482881888,0.29256341038206246,173.6133733440592,40.87845282176751,10.07126289841643,0.0,0.13783783783783785,3,6,stressed
